"AC";"K";"Laundry";"Total";"Type";"Date"
8989;582;1034;19874,1;"Training Test";"2009-06-30"
9747;989;590;20305,7;"Training Test";"2009-07-01"
8032;637;603;20709,6333333333;"Training Test";"2009-07-02"
7371;856;642;14402,4666666667;"Training Test";"2009-07-03"
6791;2084;2329;20642,8;"Training Test";"2009-07-04"
8014;3215;1438;23512,2666666667;"Training Test";"2009-07-05"
7142;429;755;15904,3333333333;"Training Test";"2009-07-06"
5704;1292;3619;18502,2666666667;"Training Test";"2009-07-07"
9308;0;3514;20573,3333333333;"Training Test";"2009-07-08"
4783;0;656;14104,2;"Training Test";"2009-07-09"
7492;988;2624;19785,3;"Training Test";"2009-07-10"
7756;981;683;16566,1333333333;"Training Test";"2009-07-11"
4060;0;589;8557,96666666667;"Training Test";"2009-07-12"
3881;0;594;8279,1;"Training Test";"2009-07-13"
6155;2303;618;15190,5;"Training Test";"2009-07-14"
5820;878;932;11967,9;"Training Test";"2009-07-15"
3902;0;1724;9992,56666666667;"Training Test";"2009-07-16"
6670;0;626;12196,8;"Training Test";"2009-07-17"
5389;0;663;16106,8333333333;"Training Test";"2009-07-18"
5058;0;598;20060,7333333333;"Training Test";"2009-07-19"
4948;914;784;11041,4333333333;"Training Test";"2009-07-20"
7795;0;981;13562,7;"Training Test";"2009-07-21"
3965;0;681;12325,5333333333;"Training Test";"2009-07-22"
9064;926;622;17166,6666666667;"Training Test";"2009-07-23"
4128;0;630;9362,3;"Training Test";"2009-07-24"
3716;0;577;8944,8;"Training Test";"2009-07-25"
3799;0;1019;9050,26666666667;"Training Test";"2009-07-26"
5202;0;2062;11476,1;"Training Test";"2009-07-27"
4353;0;4899;15047,5;"Training Test";"2009-07-28"
7549;869;749;15033,3333333333;"Training Test";"2009-07-29"
4040;0;2304;13205,4333333333;"Training Test";"2009-07-30"
6302;865;3423;16263,8333333333;"Training Test";"2009-07-31"
6248;0;844;11782,7666666667;"Training Test";"2009-08-01"
3539;0;637;8162,06666666667;"Training Test";"2009-08-02"
3811;0;605;8338,3;"Training Test";"2009-08-03"
3871;0;607;8481,53333333333;"Training Test";"2009-08-04"
4042;0;620;8644,2;"Training Test";"2009-08-05"
4193;0;659;8877,86666666667;"Training Test";"2009-08-06"
4232;0;668;8988,26666666667;"Training Test";"2009-08-07"
4093;0;646;8774,53333333333;"Training Test";"2009-08-08"
5154;1984;2380;16637,2333333333;"Training Test";"2009-08-09"
6012;0;3719;17822,6333333333;"Training Test";"2009-08-10"
6577;857;1467;15849,2333333333;"Training Test";"2009-08-11"
4991;912;689;13740,6;"Training Test";"2009-08-12"
1709;1215;3702;10114,0333333333;"Training Test";"2009-08-13"
4647;429;850;12477,9333333333;"Training Test";"2009-08-14"
8922;3437;1852;25234,3666666667;"Training Test";"2009-08-15"
5691;1604;1094;20295,2;"Training Test";"2009-08-16"
6261;1;813;13098,4666666667;"Training Test";"2009-08-17"
6324;2306;1440;18009,9666666667;"Training Test";"2009-08-18"
6044;896;812;14679,0333333333;"Training Test";"2009-08-19"
6138;0;883;12928,7;"Training Test";"2009-08-20"
7527;3043;887;19362,4333333333;"Training Test";"2009-08-21"
8549;4544;3203;25812,3;"Training Test";"2009-08-22"
6994;949;819;17778,4666666667;"Training Test";"2009-08-23"
8247;2279;737;20870,9;"Training Test";"2009-08-24"
6291;1140;755;15726,8333333333;"Training Test";"2009-08-25"
7860;2131;1516;18942,4333333333;"Training Test";"2009-08-26"
4283;0;664;12491,1;"Training Test";"2009-08-27"
7485;1778;1125;18647,3666666667;"Training Test";"2009-08-28"
11707;905;1483;23140,2333333333;"Training Test";"2009-08-29"
10648;2653;1363;27805,7;"Training Test";"2009-08-30"
9974;960;678;21092,0333333333;"Training Test";"2009-08-31"
6073;0;697;16342,2666666667;"Training Test";"2009-09-01"
9921;947;659;20380,2333333333;"Training Test";"2009-09-02"
5011;3319;3099;20853,1333333333;"Training Test";"2009-09-03"
8095;0;636;17073,1333333333;"Training Test";"2009-09-04"
10433;2988;2248;25231,1;"Training Test";"2009-09-05"
9031;995;588;20477,1666666667;"Training Test";"2009-09-06"
8299;2196;577;20357,6333333333;"Training Test";"2009-09-07"
8533;1002;577;18104,2333333333;"Training Test";"2009-09-08"
10671;964;3832;25355,7333333333;"Training Test";"2009-09-09"
6508;928;600;18539,2333333333;"Training Test";"2009-09-10"
11693;0;631;20235,7666666667;"Training Test";"2009-09-11"
12601;9583;1202;34405,9666666667;"Training Test";"2009-09-12"
10170;4146;612;26171,7;"Training Test";"2009-09-13"
9091;2843;603;26247,6333333333;"Training Test";"2009-09-14"
8644;1769;560;24280,1;"Training Test";"2009-09-15"
13384;1035;3470;29052,7;"Training Test";"2009-09-16"
9710;0;563;20390,4333333333;"Training Test";"2009-09-17"
9151;1993;652;22900,5333333333;"Training Test";"2009-09-18"
14845;1607;4050;35595,1666666667;"Training Test";"2009-09-19"
11935;4532;2466;33922,1333333333;"Training Test";"2009-09-20"
10844;921;604;23631,1333333333;"Training Test";"2009-09-21"
8502;937;597;20775,6;"Training Test";"2009-09-22"
12884;2085;978;27276,8333333333;"Training Test";"2009-09-23"
10374;1051;621;23770,9666666667;"Training Test";"2009-09-24"
9694;0;594;19350,2666666667;"Training Test";"2009-09-25"
14581;1943;571;25937,5666666667;"Training Test";"2009-09-26"
8554;1817;4571;23507,8666666667;"Training Test";"2009-09-27"
10797;0;603;21657,6;"Training Test";"2009-09-28"
7322;1031;603;19106,6333333333;"Training Test";"2009-09-29"
9196;970;8080;29545,6;"Training Test";"2009-09-30"
9433;950;602;21454,2;"Training Test";"2009-10-01"
10142;0;570;19211,1333333333;"Training Test";"2009-10-02"
14480;3644;920;28612,3333333333;"Training Test";"2009-10-03"
8980;3189;3499;27018,4333333333;"Training Test";"2009-10-04"
7983;984;542;21258,7;"Training Test";"2009-10-05"
8806;1;543;23807,4666666667;"Training Test";"2009-10-06"
9908;734;4334;30363,9;"Training Test";"2009-10-07"
11568;2091;619;26286,1;"Training Test";"2009-10-08"
10718;0;559;22531,0333333333;"Training Test";"2009-10-09"
14811;4510;570;33545,9333333333;"Training Test";"2009-10-10"
8648;4111;6454;32304,7333333333;"Training Test";"2009-10-11"
9420;997;515;22526,7333333333;"Training Test";"2009-10-12"
9530;983;530;24151,6666666667;"Training Test";"2009-10-13"
10013;2001;3131;28520,4;"Training Test";"2009-10-14"
9641;1629;463;24832,9333333333;"Training Test";"2009-10-15"
11136;0;482;25281;"Training Test";"2009-10-16"
18326;5490;4364;45701,3333333333;"Training Test";"2009-10-17"
11144;712;499;25936,0666666667;"Training Test";"2009-10-18"
8227;1104;457;22818,4666666667;"Training Test";"2009-10-19"
11005;760;450;28713,4666666667;"Training Test";"2009-10-20"
8569;2031;5916;32825,1;"Training Test";"2009-10-21"
11074;0;492;23328,5;"Training Test";"2009-10-22"
11696;3180;495;29290,8333333333;"Training Test";"2009-10-23"
15941;6202;518;43573,4666666667;"Training Test";"2009-10-24"
13691;3010;6181;40108,9333333333;"Training Test";"2009-10-25"
5788;475;468;18539,0666666667;"Training Test";"2009-10-26"
8367;579;449;18612,6;"Training Test";"2009-10-27"
9318;1044;463;21145,1333333333;"Training Test";"2009-10-28"
5677;765;4125;33024;"Training Test";"2009-10-29"
8828;1779;2005;24889,3;"Training Test";"2009-10-30"
14637;1773;2514;31265,7;"Training Test";"2009-10-31"
12215;1970;470;30719,4666666667;"Training Test";"2009-11-01"
7490;1881;471;25070,4333333333;"Training Test";"2009-11-02"
9025;2009;3951;37778,1333333333;"Training Test";"2009-11-03"
12246;1075;4008;30030;"Training Test";"2009-11-04"
9868;1105;532;26007,7666666667;"Training Test";"2009-11-05"
11326;0;442;23174,1666666667;"Training Test";"2009-11-06"
10014;2187;408;25952,9333333333;"Training Test";"2009-11-07"
14871;4941;2075;41800,0333333333;"Training Test";"2009-11-08"
7621;1125;430;23412,5333333333;"Training Test";"2009-11-09"
11788;1118;432;26769,7333333333;"Training Test";"2009-11-10"
11214;2338;5105;34008;"Training Test";"2009-11-11"
9403;1486;429;24384,4333333333;"Training Test";"2009-11-12"
9178;1856;407;25548,7666666667;"Training Test";"2009-11-13"
18868;4169;2411;42674,2666666667;"Training Test";"2009-11-14"
9446;991;5278;32788,4666666667;"Training Test";"2009-11-15"
9354;2021;545;25241,1333333333;"Training Test";"2009-11-16"
11616;0;453;28471,5666666667;"Training Test";"2009-11-17"
13787;6012;7655;43986,2333333333;"Training Test";"2009-11-18"
10936;0;481;24580,8;"Training Test";"2009-11-19"
12816;843;407;32683,6;"Training Test";"2009-11-20"
12553;5694;1997;41614,2666666667;"Training Test";"2009-11-21"
16097;6774;411;40849,6;"Training Test";"2009-11-22"
8230;0;402;24518,7;"Training Test";"2009-11-23"
9086;2491;4579;35480,9333333333;"Training Test";"2009-11-24"
10596;745;5083;33002,1666666667;"Training Test";"2009-11-25"
10069;2262;407;26660,4333333333;"Training Test";"2009-11-26"
11599;0;396;23000,4333333333;"Training Test";"2009-11-27"
14350;3199;386;30982,5;"Training Test";"2009-11-28"
7828;1073;3061;27516,0333333333;"Training Test";"2009-11-29"
12039;1080;361;29086,5;"Training Test";"2009-11-30"
10821;0;354;29272,9666666667;"Training Test";"2009-12-01"
12851;1143;7052;39094,4666666667;"Training Test";"2009-12-02"
9906;1039;402;24661,4666666667;"Training Test";"2009-12-03"
9134;1158;352;28521,5666666667;"Training Test";"2009-12-04"
13324;3822;351;39196,0333333333;"Training Test";"2009-12-05"
12420;2850;4175;39638,1333333333;"Training Test";"2009-12-06"
10291;1132;358;29043,9666666667;"Training Test";"2009-12-07"
15376;1108;350;33448,0666666667;"Training Test";"2009-12-08"
7971;2054;3355;30039,2666666667;"Training Test";"2009-12-09"
15399;2823;349;34238,1;"Training Test";"2009-12-10"
11251;1546;385;29741,0333333333;"Training Test";"2009-12-11"
8198;1087;4120;30273;"Training Test";"2009-12-12"
13178;3984;417;35646,9;"Training Test";"2009-12-13"
10742;1090;2280;29914,3666666667;"Training Test";"2009-12-14"
14084;1111;392;32335,2666666667;"Training Test";"2009-12-15"
8104;1143;2943;23247,9;"Training Test";"2009-12-16"
14395;0;308;28619,7;"Training Test";"2009-12-17"
11466;1195;304;29078,4333333333;"Training Test";"2009-12-18"
13681;1165;2662;36738,9;"Training Test";"2009-12-19"
7795;1237;313;19069,4333333333;"Training Test";"2009-12-20"
11473;3293;282;33916,1;"Training Test";"2009-12-21"
15829;0;285;31467,0333333333;"Training Test";"2009-12-22"
11205;1143;284;24253,3333333333;"Training Test";"2009-12-23"
15198;5184;5575;48431,5666666667;"Training Test";"2009-12-24"
14288;3371;3895;35460,8;"Training Test";"2009-12-25"
16047;1186;4294;36393,6333333333;"Training Test";"2009-12-26"
12450;4218;318;36590,8666666667;"Training Test";"2009-12-27"
14934;2175;2063;34901,6333333333;"Training Test";"2009-12-28"
10205;1260;346;34132,8;"Training Test";"2009-12-29"
12484;5284;4539;40851,8333333333;"Training Test";"2009-12-30"
19409;0;387;36864,8666666667;"Training Test";"2009-12-31"
12675,1337913333;1511,96624944783;1359,35147175489;33489,4966880397;"Forecast";"2010-01-01"
13596,3122666093;2753,32022902739;1946,98952606894;38231,7793743401;"Forecast";"2010-01-02"
11517,165836735;2983,20234183466;2593,52815099797;37992,0627694727;"Forecast";"2010-01-03"
11507,2467582686;1366,83800993295;919,7273815341;31592,6592223231;"Forecast";"2010-01-04"
11857,9140441995;1454,38251410025;1831,47902904273;33727,1854711765;"Forecast";"2010-01-05"
11728,8659710399;1864,99838978824;2216,89592031913;33835,0468255891;"Forecast";"2010-01-06"
11008,2622586162;1423,38866524949;733,058912094568;30918,3477604392;"Forecast";"2010-01-07"
12223,0892844864;1601,20235847296;1210,55662702152;32663,0607057346;"Forecast";"2010-01-08"
13151,4363175718;2844,32605305597;1795,38267340842;37361,1124058202;"Forecast";"2010-01-09"
11097,4512634179;3076,69649105321;2443,63146611688;37118,8194737052;"Forecast";"2010-01-10"
11130,629242282;1463,41416750018;775,918220578227;30759,140759962;"Forecast";"2010-01-11"
11541,7241816709;1554,45999326614;1697,8612256788;32974,9732067638;"Forecast";"2010-01-12"
11489,2887583804;1968,7782361435;2097,18030954955;33203,6438969978;"Forecast";"2010-01-14"
10859,8193065533;1530,81678303559;630,456465223983;30443,8676734462;"Forecast";"2010-01-15"
12178,1585044922;1711,94092291932;1127,68719614707;32377,0008624591;"Forecast";"2010-01-16"
13219,8228684762;2957,73421846328;1734,20187438445;37289,2481721476;"Forecast";"2010-01-17"
11286,0222092216;3191,82112478212;2405,37769051238;37280,2511000392;"Forecast";"2010-01-18"
11443,0226920116;1578,99104118566;761,081175202789;31165,5212837759;"Forecast";"2010-01-19"
11978,1417052141;1668,92555343007;1706,17277034716;33629,9405032053;"Forecast";"2010-01-20"
12046,3776528326;2080,29176560811;2127,62771774851;34102,4744426903;"Forecast";"2010-01-21"
11530,6488870655;1637,29246127466;681,317587218588;31573,3635058053;"Forecast";"2010-01-22"
12952,2920775196;1811,08900593005;1196,58637783485;33715,6148196332;"Forecast";"2010-01-23"
14083,4844824875;3047,11029513901;1818,18489604264;38807,4459646453;"Forecast";"2010-01-24"
12222,3547381538;3268,88217408754;2501,00345388896;38941,1022733389;"Forecast";"2010-01-25"
12432,4313589834;1641,15681900289;864,527400234105;32925,504860001;"Forecast";"2010-01-26"
12998,714864044;1713,64368472948;1813,35257705021;35439,945209559;"Forecast";"2010-01-27"
13074,374574599;2105,10481044721;2234,31367504625;35908,9681050884;"Forecast";"2010-01-28"
12541,0425030773;1639,90516449344;783,269616422019;33319,7015509616;"Forecast";"2010-01-29"
13919,3531563243;1789,43393126278;1289,67980909894;35343,4540119288;"Forecast";"2010-01-30"
14981,3926051277;2999,41008456038;1898,53499320186;40258,2266062971;"Forecast";"2010-01-31"
13025,8207113488;3193,7067606988;2565,08284541154;40157,5601927474;"Forecast";"2010-02-01"
13117,315387682;1537,47405364607;909,273077412691;33853,1736510659;"Forecast";"2010-02-02"
13542,6248994893;1580,8620086714;1836,25943787864;36028,6093836531;"Forecast";"2010-02-03"
13457,2297569714;1943,10681341833;2233,51199374759;36114,0290661669;"Forecast";"2010-02-04"
12745,5875129683;1449,07110313676;757,584292057775;33103,4205647389;"Forecast";"2010-02-05"
13931,6105507038;1570,65454070878;1238,66977833022;34676,0395458982;"Forecast";"2010-02-06"
14791,0418049594;2754,08828805051;1822,51176603651;39118,7374769376;"Forecast";"2010-02-07"
12626,4941851989;2923,74816140444;2465,10772216557;38534,6007557635;"Forecast";"2010-02-08"
12506,8046863028;1245,26637138469;787,133212688005;31745,3626765692;"Forecast";"2010-02-09"
12722,9914832797;1269,24389466204;1694,42351559974;33444,8101220644;"Forecast";"2010-02-10"
12434,817958801;1615,32673146476;2075,06684906074;33073,3341721368;"Forecast";"2010-02-11"
11530,939429425;1108,7371991749;586,154345269416;29634,8918392621;"Forecast";"2010-02-12"
12539,2850897781;1221,67662875553;1058,3216177574;30818,2087116132;"Forecast";"2010-02-13"
13239,3424740697;2400,61325434686;1637,6466180224;34918,8802525675;"Forecast";"2010-02-14"
10937,1124188663;2570,09022621963;2280,34486648454;34047,8021835946;"Forecast";"2010-02-15"
10704,3875315947;895,833746545403;607,187631449112;27033,3968332288;"Forecast";"2010-02-16"
10834,6442323808;928,463433142328;1523,98119816746;28574,8618765889;"Forecast";"2010-02-17"
10489,5537990165;1287,56818252285;1918,66121109849;28116,5944314882;"Forecast";"2010-02-18"
9559,08933627631;798,238659487288;448,047156682625;24665,0606487412;"Forecast";"2010-02-19"
10571,8819934824;932,472718512257;942,391675111523;25909,9425883368;"Forecast";"2010-02-20"
11307,4941675696;2136,46745011506;1547,28914704784;30146,2211814675;"Forecast";"2010-02-21"
9071,37774112575;2334,43265326212;2218,38430786689;29482,6257815811;"Forecast";"2010-02-22"
8934,17005766778;691,705576833329;575,806058743926;22743,9162995291;"Forecast";"2010-02-23"
9187,61704585475;758,468856302815;1524,66415241516;24624,2225310321;"Forecast";"2010-02-24"
8991,12793670868;1153,83472130971;1952,16222699779;24561,5909603674;"Forecast";"2010-02-25"
8231,93721121119;702,386394581904;514,371714939156;21555,0057122671;"Forecast";"2010-02-26"
9435,52556008573;875,592775597293;1040,80076091314;23285,7112990425;"Forecast";"2010-02-27"
10377,965837969;2119,10989094506;1676,32204170386;28039,4912589891;"Forecast";"2010-02-28"
8360,96014445033;2356,603707491;2375,89970559587;27915,3280602376;"Forecast";"2010-03-01"
8451,21870880441;752,873957704271;759,040098604961;21727,9048532876;"Forecast";"2010-03-02"
8936,46791228987;857,580725564641;1730,30350081642;24161,1681343269;"Forecast";"2010-03-03"
8972,08981751962;1289,33671090689;2176,42995170511;24643,0960721252;"Forecast";"2010-03-04"
8441,36682571389;872,255957664362;753,123367837269;22162,933799725;"Forecast";"2010-03-05"
9865,98133661716;1077,37502982379;1289,62784254836;24392,7182472769;"Forecast";"2010-03-06"
11018,4346434952;2349,96003411499;1930,65986204792;29609,7419690551;"Forecast";"2010-03-07"
9197,1496447441;2613,33402993733;2631,13658608889;29905,3772374088;"Forecast";"2010-03-08"
9465,90673270925;1032,00444726324;1010,62488124563;24087,7175239773;"Forecast";"2010-03-09"
10109,8991396575;1155,39225830136;1973,84843914945;26835,2526830428;"Forecast";"2010-03-10"
10282,4093391024;1601,92584206403;2407,80625153068;27571,7206136416;"Forecast";"2010-03-11"
9865,07964615039;1195,59037038996;968,546915631908;25283,3955312027;"Forecast";"2010-03-12"
11378,4267115738;1407,34876074077;1485,73299786825;27640,6350695146;"Forecast";"2010-03-13"
12594,2642540477;2682,44767156673;2104,55958549117;32920,3361142436;"Forecast";"2010-03-14"
10810,7990024505;2944,24316893039;2780,46761429647;33214,7218577274;"Forecast";"2010-03-15"
11092,0498571037;1357,32578108153;1133,57713113393;27333,9191274954;"Forecast";"2010-03-16"
11723,8774284036;1471,24678636822;2069,17831034477;29959,5448758378;"Forecast";"2010-03-17"
11860,6266267759;1904,60877365216;2474,8339842433;30519,447732746;"Forecast";"2010-03-18"
11385,3566828791;1481,61140036539;1007,13863600316;28004,8683277403;"Forecast";"2010-03-19"
12820,3096466479;1673,4684839991;1496,26852982941;30091,8445142104;"Forecast";"2010-03-20"
13939,2831389397;2925,70998449591;2087,88751454128;35063,5155294139;"Forecast";"2010-03-21"
12042,6737890972;3162,0035771133;2737,8494420186;35018,7518094039;"Forecast";"2010-03-22"
12196,842817426;1547,27559123321;1066,62264995412;28774,5737178137;"Forecast";"2010-03-23"
12690,0923189625;1631,43320636413;1979,7745476545;31019,5821428704;"Forecast";"2010-03-24"
12679,2562301352;2033,45097747074;2365,07020787839;31188,5506836438;"Forecast";"2010-03-25"
12049,8815407202;1577,91263509046;879,229975367025;28279,4466021849;"Forecast";"2010-03-26"
13326,651830182;1736,42430520122;1352,48074829623;29974,709714774;"Forecast";"2010-03-27"
14285,7197567712;2954,91270549525;1930,46536995994;34563,44579178;"Forecast";"2010-03-28"
12229,7155945782;3157,4430092428;2568,95089783899;34149,9631669751;"Forecast";"2010-03-29"
12227,0837367853;1509,33613832725;888,260955433916;27556,1172057645;"Forecast";"2010-03-30"
12568,0359749607;1560,88736011316;1793,7699005492;29474,6863710909;"Forecast";"2010-03-31"
12411,1255867995;1931,44924345835;2173,01235684027;29343,9297874444;"Forecast";"2010-04-01"
11643,4176529958;1445,96990520546;682,452724109327;26164,5930760229;"Forecast";"2010-04-02"
12790,9073634703;1576,4026828526;1152,04890162875;27621,1906833926;"Forecast";"2010-04-03"
13630,852466199;2769,00078829266;1727,17422745748;32004,2198297099;"Forecast";"2010-04-04"
11466,7863475412;2948,13164105793;2363,33796721267;31418,7329056393;"Forecast";"2010-04-05"
11367,8629534427;1279,39066069792;680,629139172587;24686,7307464266;"Forecast";"2010-04-06"
11624,8215804748;1313,31642243218;1584,22101877543;26500,5980353025;"Forecast";"2010-04-07"
11396,5747487482;1669,47027277121;1961,48951920403;26297,728076398;"Forecast";"2010-04-08"
10570,393749252;1172,97138941147;468,789764766508;23077,6009686691;"Forecast";"2010-04-09"
11672,3428215308;1295,90348467557;936,024853276297;24523,1406729287;"Forecast";"2010-04-10"
12479,627363508;2484,60678015711;1508,57064051773;28923,0034682066;"Forecast";"2010-04-11"
10295,6219900836;2663,49003075817;2141,99678362912;28380,2221792162;"Forecast";"2010-04-12"
10189,2290791793;998,142461986687;456,50881002993;21714,6664126146;"Forecast";"2010-04-13"
10450,8553831074;1039,04761027539;1357,44861144102;23616,5381825801;"Forecast";"2010-04-14"
10239,0095985996;1405,66224679847;1732,40669125269;23521,0486636865;"Forecast";"2010-04-15"
9440,4953092808;922,951447365656;237,99068402758;20425,5390052914;"Forecast";"2010-04-16"
10580,8502196769;1062,79607697399;704,384410012158;22010,8700290482;"Forecast";"2010-04-17"
11436,697183955;2271,28637332333;1277,26161991012;26563,7330668599;"Forecast";"2010-04-18"
9310,77307694688;2472,53644828516;1912,49503486642;26185,3065055703;"Forecast";"2010-04-19"
9271,28649236462;831,799592992429;230,585850229377;19693,7188592817;"Forecast";"2010-04-20"
9607,89229010017;899,186376730431;1137,15152607629;21777,5386956388;"Forecast";"2010-04-21"
9478,2864049517;1293,74869694689;1520,02562387811;21870,4384121825;"Forecast";"2010-04-22"
8768,39590100333;840,02079522729;36,0146338406976;18968,2963104029;"Forecast";"2010-04-23"
10002,8157851084;1009,4334346827;515,446461932569;20750,5634892251;"Forecast";"2010-04-24"
10957,1586740662;2247,61482497927;1104,07510613856;25502,5496316245;"Forecast";"2010-04-25"
8933,0839238112;2478,21299206207;1757,78245687834;25324,0541079082;"Forecast";"2010-04-26"
8997,65770954689;866,019334236356;97,0026652968411;19031,8050393905;"Forecast";"2010-04-27"
9439,33250158182;960,695191785322;1027,20711390894;21312,9283659288;"Forecast";"2010-04-28"
9414,54966996268;1380,86440860654;1436,00388953749;21599,5954559262;"Forecast";"2010-04-29"
8807,94040292111;950,662710554745;-20,103232097748;18886,1150150055;"Forecast";"2010-04-30"
10142,776520603;1141,15989901884;488,83836550172;20850,2968382406;"Forecast";"2010-05-01"
11193,3372056637;2397,6682476428;1108,1418962924;25775,7421772259;"Forecast";"2010-05-02"
9259,95804206237;2643,57160489436;1793,19229991834;25760,4874897783;"Forecast";"2010-05-03"
9408,4134927831;1043,4547596355;163,881945312791;19619,4641926254;"Forecast";"2010-05-04"
9925,92076946567;1146,83472749955;1125,10863921652;22037,9960674847;"Forecast";"2010-05-05"
9967,76821524206;1572,25678807074;1563,88947862352;22446,4821103818;"Forecast";"2010-05-06"
9417,54267156641;1143,84597471566;136,135149925693;19837,5295004734;"Forecast";"2010-05-07"
10797,606616483;1332,72992293106;671,21889010033;21887,3628605826;"Forecast";"2010-05-08"
11881,4902474095;2584,34640649145;1313,90408680014;26878,1629643604;"Forecast";"2010-05-09"
9968,96402578744;2822,27004226166;2019,07081643851;26906,75985542;"Forecast";"2010-05-10"
10125,4419445898;1211,33773783775;406,166063760734;20787,1410758613;"Forecast";"2010-05-11"
10638,0026376153;1301,37459647535;1379,7149131173;23203,9946811096;"Forecast";"2010-05-12"
10662,0306839277;1711,28320556564;1826,44584562809;23587,4328803083;"Forecast";"2010-05-13"
10081,451905867;1265,5871447019;402,074386761585;20930,1591224861;"Forecast";"2010-05-14"
11419,2128982604;1435,8447892622;935,87901938629;22908,9031111133;"Forecast";"2010-05-15"
12449,6695583066;2667,9469407075;1572,63310573652;27806,7754428142;"Forecast";"2010-05-16"
10473,6498955059;2885,93299402272;2267,33295863967;27721,9656665526;"Forecast";"2010-05-17"
10557,8413248596;1255,10546773227;639,646726157079;21470,2436293527;"Forecast";"2010-05-18"
10990,7896936249;1325,74487825116;1594,42138339591;23738,4833321572;"Forecast";"2010-05-19"
10929,5127185752;1717,18816046737;2018,80105175073;23959,3550825748;"Forecast";"2010-05-20"
10259,7021449816;1254,36174808689;569,001057388305;21128,449128531;"Forecast";"2010-05-21"
11506,1655573613;1409,18566081566;1074,87188765649;22925,6560315643;"Forecast";"2010-05-22"
12445,1734685821;2627,8623872065;1681,81710221864;27637,4566498656;"Forecast";"2010-05-23"
10379,4779669506;2834,68551021517;2345,50571370714;27365,547070012;"Forecast";"2010-05-24"
10377,6542423054;1195,14810969587;686,3041268108;20929,2602229355;"Forecast";"2010-05-25"
10730,0534457424;1259,65309809509;1609,76539252292;23019,0055492823;"Forecast";"2010-05-26"
10595,3708170612;1647,58882628418;2003,72948580968;23070,8748523797;"Forecast";"2010-05-27"
9860,80466424019;1183,86116396784;525,079517489295;20083,6800112469;"Forecast";"2010-05-28"
11052,458376313;1340,29844528543;1004,28853432283;21740,2503609167;"Forecast";"2010-05-29"
11947,6522871213;2562,94306271975;1587,32144192146;26329,6451382867;"Forecast";"2010-05-30"
9849,9127632063;2775,86460049477;2230,33301113277;25955,708758067;"Forecast";"2010-05-31"
9828,29079744542;1144,27443663422;554,087458372336;19439,4328985713;"Forecast";"2010-06-01"
10173,2993590248;1218,24381765926;1464,43770178754;21472,3487499384;"Forecast";"2010-06-02"
10043,474037299;1616,78854699859;1849,41828063197;21491,09922593;"Forecast";"2010-06-03"
9325,53295224499;1164,41125671962;365,9970531233;18494,4580908013;"Forecast";"2010-06-04"
10544,7882699446;1332,51738561967;844,620451418115;20164,624657368;"Forecast";"2010-06-05"
11477,4760563129;2566,71835311987;1431,11686857184;24789,4498369644;"Forecast";"2010-06-06"
9425,77151388277;2790,65650860781;2081,39909385463;24471,0212035071;"Forecast";"2010-06-07"
9457,14131524432;1169,13146407138;415,891158488854;18028,0704570451;"Forecast";"2010-06-08"
9860,32148775924;1251,8294920489;1340,01748559633;20149,4255647154;"Forecast";"2010-06-09"
9791,92438174698;1657,41881618775;1741,30804951554;20268,6558492492;"Forecast";"2010-06-10"
9136,64950571819;1210,10146743178;276,164312111884;17381,17503032;"Forecast";"2010-06-11"
10417,7492250175;1381,03755795456;774,420311207118;19165,6285660433;"Forecast";"2010-06-12"
11409,4145986252;2615,65522501882;1381,26302898444;23906,2184705587;"Forecast";"2010-06-13"
9411,8468641908;2837,48062770839;2051,95247847596;23701,3904434299;"Forecast";"2010-06-14"
9490,66471752297;1211,26745457071;406,266375293385;17366,3437340135;"Forecast";"2010-06-15"
9932,93428546282;1286,727525637;1349,00679043183;19586,5830069731;"Forecast";"2010-06-16"
9893,8238263916;1682,62527250174;1767,12200322357;19792,6575120243;"Forecast";"2010-06-17"
9256,85654544028;1223,32678247737;316,487861389208;16977,3497306801;"Forecast";"2010-06-18"
10544,4112680709;1380,21932879593;826,482601531173;18817,1372384916;"Forecast";"2010-06-19"
11530,1351761872;2599,01476445263;1441,91888686157;23594,5786561678;"Forecast";"2010-06-20"
9514,03326203607;2803,57134053326;2117,77319042562;23407,0466030859;"Forecast";"2010-06-21"
9561,88403473901;1159,01363301227;473,637151096077;17069,2665978878;"Forecast";"2010-06-22"
9961,26803172275;1215,4524294584;1414,22813463646;19266,8801880515;"Forecast";"2010-06-23"
9868,21110072931;1592,0676622014;1826,51213621828;19431,1771572181;"Forecast";"2010-06-24"
9167,41605466855;1113,64540332865;366,483331176794;16556,2590782435;"Forecast";"2010-06-25"
10382,7329394787;1251,98519028812;863,734309511216;18320,458599017;"Forecast";"2010-06-26"
11289,5328859657;2453,19141402379;1463,3809119838;23008,6665213906;"Forecast";"2010-06-27"
9189,75121923996;2641,4836824441;2120,78203143108;22720,9912829273;"Forecast";"2010-06-28"
9151,25060409613;982,306182431853;455,979308135252;16275,2119435746;"Forecast";"2010-06-29"
9463,79221389761;1026,03820852937;1374,19431055041;18360,2455174284;"Forecast";"2010-06-30"
9285,61847646835;1392,06922977656;1762,93674295457;18410,7763833104;"Forecast";"2010-07-01"
8503,62269550335;905,329754255502;278,768426045157;15424,3131676054;"Forecast";"2010-07-02"
